#PPL; Cedula; Nombres; Edad(Anios); Pena(anios); Fecha(Ingreso)(d/m/a); Fecha(Salida)(d/m/a); Anios Restantes (pena); Pabellon; Celda; Clasificacion; Visitas semanales(Horas); Delito
PPL 1; 5619775676; Pedro Antonio Romero Morales; 28; 12; 14/02/2015; 14/02/2027; 3; 1(A); A1; Alto; 1 Hora(s); Narcotrafico
PPL 505; 4408330325; Roberto Julian Cevallos Sanchez; 27; 10; 24/06/2018; 24/06/2028; 4; 4(D); D65; Bajo; 4 Hora(s); Escandalo Publico
PPL 506; 9234583765; Fabian Sergio Romero Morales; 48; 23; 31/04/2005; 31/04/2028; 4; 4(D); D66; Bajo; 4 Hora(s); Escandalo Publico
PPL 507; 5264329329; Carlos Paulo Garcia Rivera; 38; 30; 13/01/2021; 13/01/2051; 27; 4(D); D67; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 508; 1355078806; Fabian Sergio Torres Morales; 58; 42; 28/09/1987; 28/09/2029; 5; 4(D); D68; Bajo; 4 Hora(s); Estafa
PPL 509; 1692627947; Roberto Antonio Cuenca Roman; 39; 21; 11/08/2005; 11/08/2026; 2; 4(D); D69; Bajo; 4 Hora(s); Otros
PPL 510; 7120956485; Pedro Antonio Paredes Ramirez; 40; 20; 03/11/2006; 03/11/2026; 2; 4(D); D70; Bajo; 4 Hora(s); Otros
PPL 511; 9612173163; Gonzalo Antonio Paredes Hidalgo; 48; 33; 25/11/1997; 25/11/2030; 6; 4(D); D71; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 512; 2231047746; Mario Pablo Cevallos Morales; 40; 16; 21/01/2013; 21/01/2029; 5; 4(D); D72; Bajo; 4 Hora(s); Escandalo Publico
PPL 513; 6878868421; Michael Antonio Perero Ramirez; 36; 13; 05/06/2013; 05/06/2026; 2; 4(D); D73; Bajo; 4 Hora(s); Escandalo Publico
PPL 514; 7408311867; Carlos Antonio Perero Morales; 53; 36; 11/11/1991; 11/11/2027; 3; 4(D); D74; Bajo; 4 Hora(s); Estafa
PPL 515; 8682855417; Pedro Paulo Garcia Sanchez; 58; 40; 17/07/1987; 17/07/2027; 3; 4(D); D75; Bajo; 4 Hora(s); Estafa
PPL 516; 6020982105; Victor Antonio Paredes Hidalgo; 32; 23; 25/01/2013; 25/01/2036; 12; 4(D); D76; Bajo; 4 Hora(s); Otros
PPL 517; 2713972123; Roberto Antonio Cuenca Roman; 38; 29; 08/12/2018; 08/12/2047; 23; 4(D); D77; Bajo; 4 Hora(s); Escandalo Publico
PPL 518; 6520280768; Fabian Adrian Perero Ramirez; 53; 35; 09/01/1992; 09/01/2027; 3; 4(D); D78; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 519; 4929619301; Victor Julian Torres Morales; 46; 30; 08/01/2017; 08/01/2047; 23; 4(D); D79; Bajo; 4 Hora(s); Escandalo Publico
PPL 520; 6914331225; Dario Sergio Paredes Espinosa; 61; 41; 16/07/1985; 16/07/2026; 2; 4(D); D80; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 521; 8244524874; Roberto Diego Perero Roman; 59; 40; 11/09/1987; 11/09/2027; 3; 4(D); D81; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 522; 6360817756; Michael Cesar Gonzales Sanchez; 52; 35; 16/08/1991; 16/08/2026; 2; 4(D); D82; Bajo; 4 Hora(s); Otros
PPL 523; 6993953385; Carlos Julian Cuenca Ramirez; 48; 26; 27/02/2014; 27/02/2040; 16; 4(D); D83; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 524; 4693791780; Michael Pablo Cuenca Rivera; 24; 12; 16/08/2019; 16/08/2031; 7; 4(D); D84; Bajo; 4 Hora(s); Estafa
PPL 525; 3819193381; Mario Julian Romero Ramirez; 63; 46; 05/11/1982; 05/11/2028; 4; 4(D); D85; Bajo; 4 Hora(s); Otros
PPL 526; 8283574896; Dario Adrian Paredes Sanchez; 34; 30; 28/01/2011; 28/01/2041; 17; 4(D); D86; Bajo; 4 Hora(s); Otros
PPL 527; 5864968569; Carlos Antonio Perero Sanchez; 36; 25; 18/02/2007; 18/02/2032; 8; 4(D); D87; Bajo; 4 Hora(s); Estafa
PPL 528; 5587520817; Carlos Sergio Perero Roman; 54; 36; 27/07/1991; 27/07/2027; 3; 4(D); D88; Bajo; 4 Hora(s); Estafa
PPL 529; 7335938467; Roberto Angel Perero Morales; 48; 32; 30/09/1995; 30/09/2027; 3; 4(D); D89; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 530; 3450484448; Gonzalo Antonio Cevallos Sanchez; 35; 10; 15/10/2017; 15/10/2027; 3; 4(D); D90; Bajo; 4 Hora(s); Otros
PPL 531; 6711364052; Carlos Diego Cevallos Reyes; 36; 15; 21/10/2010; 21/10/2025; 1; 4(D); D1; Bajo; 4 Hora(s); Otros
PPL 532; 3061494386; Gonzalo Sergio Torres Morales; 39; 27; 16/07/2012; 16/07/2039; 15; 4(D); D2; Bajo; 4 Hora(s); Otros
PPL 533; 3029788911; Dario Diego Romero Espinosa; 50; 36; 11/01/1993; 11/01/2029; 5; 4(D); D3; Bajo; 4 Hora(s); Estafa
PPL 534; 8332690250; Carlos Julian Romero Gomez; 60; 44; 16/05/1983; 16/05/2027; 3; 4(D); D4; Bajo; 4 Hora(s); Estafa
PPL 535; 8015683020; Michael Adrian Paredes Sanchez; 44; 25; 26/07/2003; 26/07/2028; 4; 4(D); D5; Bajo; 4 Hora(s); Otros
PPL 536; 6442744740; Mario Angel Guerrero Sanchez; 43; 18; 09/02/2008; 09/02/2026; 2; 4(D); D6; Bajo; 4 Hora(s); Otros
PPL 537; 2991655088; Fabian Paulo Perero Sanchez; 62; 49; 18/08/1981; 18/08/2030; 6; 4(D); D7; Bajo; 4 Hora(s); Estafa
PPL 538; 7134433423; Pedro Adrian Cuenca Hidalgo; 51; 31; 06/07/1995; 06/07/2026; 2; 4(D); D8; Bajo; 4 Hora(s); Escandalo Publico
PPL 539; 2099672372; Pedro Adrian Guerrero Roman; 37; 18; 21/04/2012; 21/04/2030; 6; 4(D); D9; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 540; 7317370453; Dario Antonio Romero Hidalgo; 45; 24; 11/12/2004; 11/12/2028; 4; 4(D); D10; Bajo; 4 Hora(s); Escandalo Publico
PPL 541; 1280161587; Mario Adrian Guerrero Roman; 34; 18; 04/12/2016; 04/12/2034; 10; 4(D); D11; Bajo; 4 Hora(s); Escandalo Publico
PPL 542; 7567175186; Carlos Angel Paredes Ramirez; 58; 43; 05/05/1985; 05/05/2028; 4; 4(D); D12; Bajo; 4 Hora(s); Estafa
PPL 543; 1299863586; Victor Sergio Romero Hidalgo; 25; 15; 17/07/2019; 17/07/2034; 10; 4(D); D13; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 544; 1150517272; Roberto Angel Perero Reyes; 55; 39; 13/12/1988; 13/12/2027; 3; 4(D); D14; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 545; 6212183483; Michael Antonio Torres Sanchez; 45; 23; 02/06/2024; 02/06/2047; 23; 4(D); D15; Bajo; 4 Hora(s); Estafa
PPL 546; 4181298586; Roberto Julian Paredes Gomez; 53; 38; 21/02/1990; 21/02/2028; 4; 4(D); D16; Bajo; 4 Hora(s); Escandalo Publico
PPL 547; 6201433080; Victor Angel Torres Roman; 35; 28; 19/07/2021; 19/07/2049; 25; 4(D); D17; Bajo; 4 Hora(s); Otros
PPL 548; 3629658197; Pedro Sergio Perero Ramirez; 55; 39; 26/12/1988; 26/12/2027; 3; 4(D); D18; Bajo; 4 Hora(s); Escandalo Publico
PPL 549; 5297388642; Gonzalo Sergio Gonzales Morales; 39; 16; 02/07/2011; 02/07/2027; 3; 4(D); D19; Bajo; 4 Hora(s); Estafa
PPL 550; 6125416973; Roberto Pablo Romero Sanchez; 47; 31; 09/01/1998; 09/01/2029; 5; 4(D); D20; Bajo; 4 Hora(s); Escandalo Publico
PPL 551; 5787584396; Mario Cesar Cuenca Ramirez; 49; 32; 02/09/1996; 02/09/2028; 4; 4(D); D21; Bajo; 4 Hora(s); Escandalo Publico
PPL 552; 3476496871; Victor Julian Guerrero Sanchez; 61; 47; 15/08/1982; 15/08/2029; 5; 4(D); D22; Bajo; 4 Hora(s); Escandalo Publico
PPL 553; 7861088126; Pedro Paulo Garcia Roman; 54; 37; 29/07/1991; 29/07/2028; 4; 4(D); D23; Bajo; 4 Hora(s); Otros
PPL 554; 9137416717; Victor Antonio Perero Gomez; 43; 30; 05/12/2000; 05/12/2030; 6; 4(D); D24; Bajo; 4 Hora(s); Escandalo Publico
PPL 555; 2498285350; Roberto Diego Romero Hidalgo; 54; 38; 17/06/1989; 17/06/2027; 3; 4(D); D25; Bajo; 4 Hora(s); Otros
PPL 556; 2971096501; Victor Pablo Cevallos Morales; 51; 37; 26/08/1993; 26/08/2030; 6; 4(D); D26; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 557; 6301150002; Victor Pablo Perero Morales; 43; 10; 18/10/2022; 18/10/2032; 8; 4(D); D27; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 558; 1060564361; Michael Antonio Perero Sanchez; 43; 26; 09/01/2003; 09/01/2029; 5; 4(D); D28; Bajo; 4 Hora(s); Otros
PPL 559; 3388178211; Pedro Julian Cevallos Ramirez; 62; 48; 18/11/1981; 18/11/2029; 5; 4(D); D29; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 560; 2336545079; Pedro Cesar Cuenca Sanchez; 60; 42; 10/02/1985; 10/02/2027; 3; 4(D); D30; Bajo; 4 Hora(s); Escandalo Publico
PPL 561; 5531014784; Fabian Antonio Perero Morales; 26; 21; 06/05/2018; 06/05/2039; 15; 4(D); D31; Bajo; 4 Hora(s); Escandalo Publico
PPL 562; 2327313228; Roberto Julian Garcia Sanchez; 32; 16; 26/06/2011; 26/06/2027; 3; 4(D); D32; Bajo; 4 Hora(s); Escandalo Publico
PPL 563; 1913110385; Michael Sergio Perero Roman; 52; 34; 15/01/1993; 15/01/2027; 3; 4(D); D33; Bajo; 4 Hora(s); Estafa
PPL 564; 2638592230; Carlos Julian Perero Ramirez; 66; 49; 14/02/1980; 14/02/2029; 5; 4(D); D34; Bajo; 4 Hora(s); Escandalo Publico
PPL 565; 2100652449; Victor Antonio Perero Reyes; 60; 43; 09/07/1986; 09/07/2029; 5; 4(D); D35; Bajo; 4 Hora(s); Otros
PPL 566; 9954145134; Michael Cesar Torres Sanchez; 63; 48; 20/02/1980; 20/02/2028; 4; 4(D); D36; Bajo; 4 Hora(s); Estafa
PPL 567; 4161958648; Mario Cesar Romero Espinosa; 34; 13; 23/08/2016; 23/08/2029; 5; 4(D); D37; Bajo; 4 Hora(s); Estafa
PPL 568; 4989564021; Pedro Antonio Paredes Sanchez; 42; 27; 07/05/2005; 07/05/2032; 8; 4(D); D38; Bajo; 4 Hora(s); Estafa
PPL 569; 3977683923; Mario Antonio Cuenca Gomez; 49; 21; 07/12/2022; 07/12/2043; 19; 4(D); D39; Bajo; 4 Hora(s); Otros
PPL 570; 4167634098; Roberto Cesar Cuenca Sanchez; 45; 27; 27/12/2001; 27/12/2028; 4; 4(D); D40; Bajo; 4 Hora(s); Escandalo Publico
PPL 571; 2425649325; Gonzalo Antonio Perero Morales; 38; 13; 09/02/2015; 09/02/2028; 4; 4(D); D41; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 572; 4122117333; Dario Angel Paredes Reyes; 38; 20; 03/06/2007; 03/06/2027; 3; 4(D); D42; Bajo; 4 Hora(s); Estafa
PPL 573; 4021862921; Roberto Adrian Romero Sanchez; 48; 32; 21/02/1996; 21/02/2028; 4; 4(D); D43; Bajo; 4 Hora(s); Estafa
PPL 574; 7843245530; Roberto Antonio Perero Espinosa; 36; 10; 21/10/2021; 21/10/2031; 7; 4(D); D44; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 575; 8487113322; Fabian Adrian Garcia Gomez; 45; 32; 28/12/1998; 28/12/2030; 6; 4(D); D45; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 576; 3678594064; Roberto Antonio Cuenca Hidalgo; 43; 29; 17/06/2000; 17/06/2029; 5; 4(D); D46; Bajo; 4 Hora(s); Otros
PPL 577; 2635545481; Carlos Diego Paredes Gomez; 43; 27; 18/03/2003; 18/03/2030; 6; 4(D); D47; Bajo; 4 Hora(s); Otros
PPL 578; 1975362203; Gonzalo Diego Paredes Rivera; 48; 11; 27/07/2017; 27/07/2028; 4; 4(D); D48; Bajo; 4 Hora(s); Estafa
PPL 579; 8977663082; Mario Julian Torres Reyes; 43; 25; 15/10/2002; 15/10/2027; 3; 4(D); D49; Bajo; 4 Hora(s); Otros
PPL 580; 1725730271; Mario Julian Cuenca Ramirez; 32; 17; 09/02/2012; 09/02/2029; 5; 4(D); D50; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 581; 6139957437; Pedro Cesar Cevallos Espinosa; 24; 22; 20/08/2020; 20/08/2042; 18; 4(D); D51; Bajo; 4 Hora(s); Estafa
PPL 582; 7219524232; Gonzalo Pablo Garcia Espinosa; 61; 44; 05/08/1982; 05/08/2026; 2; 4(D); D52; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 583; 4738853559; Michael Pablo Guerrero Rivera; 57; 43; 12/08/1986; 12/08/2029; 5; 4(D); D53; Bajo; 4 Hora(s); Estafa
PPL 584; 5377549462; Roberto Paulo Cevallos Espinosa; 51; 35; 01/06/1992; 01/06/2027; 3; 4(D); D54; Bajo; 4 Hora(s); Otros
PPL 585; 1754153002; Roberto Cesar Gonzales Rivera; 42; 22; 09/05/2006; 09/05/2028; 4; 4(D); D55; Bajo; 4 Hora(s); Otros
PPL 586; 4080131349; Roberto Cesar Cevallos Ramirez; 59; 44; 18/12/1985; 18/12/2029; 5; 4(D); D56; Bajo; 4 Hora(s); Otros
PPL 587; 1042352496; Victor Antonio Gonzales Sanchez; 47; 33; 26/12/1996; 26/12/2029; 5; 4(D); D57; Bajo; 4 Hora(s); Estafa
PPL 588; 9517126214; Gonzalo Antonio Gonzales Sanchez; 52; 36; 30/01/1994; 30/01/2030; 6; 4(D); D58; Bajo; 4 Hora(s); Escandalo Publico
PPL 589; 2413399987; Pedro Adrian Garcia Hidalgo; 40; 22; 10/09/2005; 10/09/2027; 3; 4(D); D59; Bajo; 4 Hora(s); Estafa
PPL 590; 6288637708; Dario Pablo Gonzales Gomez; 38; 24; 02/07/2005; 02/07/2029; 5; 4(D); D60; Bajo; 4 Hora(s); Otros
PPL 591; 6987254828; Michael Julian Paredes Morales; 37; 13; 30/02/2021; 30/02/2034; 10; 4(D); D61; Bajo; 4 Hora(s); Otros
PPL 592; 3008945900; Michael Diego Perero Sanchez; 41; 23; 28/08/2004; 28/08/2027; 3; 4(D); D62; Bajo; 4 Hora(s); Estafa
PPL 593; 4626248641; Mario Angel Torres Rivera; 36; 16; 07/02/2010; 07/02/2026; 2; 4(D); D63; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 594; 9500413783; Dario Antonio Cuenca Roman; 49; 36; 06/04/1994; 06/04/2030; 6; 4(D); D64; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 595; 5536011522; Fabian Pablo Cuenca Gomez; 61; 44; 03/10/1982; 03/10/2026; 2; 4(D); D65; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 596; 4967712586; Gonzalo Paulo Perero Gomez; 37; 25; 11/12/2012; 11/12/2037; 13; 4(D); D66; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 597; 2163636020; Fabian Antonio Torres Ramirez; 45; 28; 22/02/2001; 22/02/2029; 5; 4(D); D67; Bajo; 4 Hora(s); Otros
PPL 598; 8220540745; Michael Antonio Paredes Hidalgo; 52; 38; 18/12/1991; 18/12/2029; 5; 4(D); D68; Bajo; 4 Hora(s); Estafa
PPL 599; 2064594366; Roberto Cesar Gonzales Sanchez; 55; 38; 15/11/1988; 15/11/2026; 2; 4(D); D69; Bajo; 4 Hora(s); Estafa
PPL 600; 9765734280; Gonzalo Pablo Garcia Espinosa; 36; 28; 27/12/2007; 27/12/2035; 11; 4(D); D70; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 601; 2394746705; Roberto Cesar Guerrero Rivera; 49; 6; 10/08/2021; 10/08/2027; 3; 4(D); D71; Bajo; 4 Hora(s); Escandalo Publico
PPL 602; 5812495514; Dario Diego Perero Roman; 59; 43; 24/08/1985; 24/08/2028; 4; 4(D); D72; Bajo; 4 Hora(s); Estafa
PPL 603; 9269559529; Pedro Adrian Guerrero Hidalgo; 52; 38; 15/07/1991; 15/07/2029; 5; 4(D); D73; Bajo; 4 Hora(s); Estafa
PPL 604; 1023693581; Victor Sergio Gonzales Sanchez; 48; 14; 02/02/2015; 02/02/2029; 5; 4(D); D74; Bajo; 4 Hora(s); Otros
PPL 605; 3355516909; Pedro Angel Perero Sanchez; 43; 25; 17/01/2009; 17/01/2034; 10; 4(D); D75; Bajo; 4 Hora(s); Otros
PPL 606; 7773428028; Michael Pablo Cuenca Ramirez; 49; 29; 04/11/2004; 04/11/2033; 9; 4(D); D76; Bajo; 4 Hora(s); Escandalo Publico
PPL 607; 8732519100; Michael Antonio Paredes Hidalgo; 63; 44; 25/11/1982; 25/11/2026; 2; 4(D); D77; Bajo; 4 Hora(s); Escandalo Publico
PPL 608; 7873557130; Michael Angel Garcia Ramirez; 57; 44; 14/05/1986; 14/05/2030; 6; 4(D); D78; Bajo; 4 Hora(s); Otros
PPL 609; 9013199392; Pedro Cesar Garcia Sanchez; 39; 17; 08/06/2012; 08/06/2029; 5; 4(D); D79; Bajo; 4 Hora(s); Otros
PPL 610; 8726374600; Michael Sergio Garcia Hidalgo; 46; 21; 11/11/2018; 11/11/2039; 15; 4(D); D80; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 611; 3773886837; Michael Angel Cevallos Ramirez; 47; 30; 10/10/1997; 10/10/2027; 3; 4(D); D81; Bajo; 4 Hora(s); Otros
PPL 612; 7837118602; Roberto Antonio Guerrero Roman; 30; 19; 05/05/2013; 05/05/2032; 8; 4(D); D82; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 613; 9273598415; Roberto Pablo Cevallos Sanchez; 31; 28; 08/09/2012; 08/09/2040; 16; 4(D); D83; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 614; 3856621205; Victor Pablo Gonzales Hidalgo; 47; 34; 18/04/1996; 18/04/2030; 6; 4(D); D84; Bajo; 4 Hora(s); Escandalo Publico
PPL 615; 1168381077; Pedro Pablo Torres Rivera; 66; 48; 24/01/1980; 24/01/2028; 4; 4(D); D85; Bajo; 4 Hora(s); Otros
PPL 616; 5509291453; Roberto Julian Perero Rivera; 44; 28; 18/09/2002; 18/09/2030; 6; 4(D); D86; Bajo; 4 Hora(s); Estafa
PPL 617; 6703579849; Carlos Antonio Garcia Sanchez; 57; 44; 12/09/1986; 12/09/2030; 6; 4(D); D87; Bajo; 4 Hora(s); Otros
PPL 618; 3711118563; Pedro Antonio Garcia Espinosa; 43; 23; 04/12/2004; 04/12/2027; 3; 4(D); D88; Bajo; 4 Hora(s); Otros
PPL 619; 4817839757; Fabian Antonio Paredes Roman; 57; 41; 12/01/1987; 12/01/2028; 4; 4(D); D89; Bajo; 4 Hora(s); Otros
PPL 620; 5794951604; Carlos Adrian Garcia Hidalgo; 41; 26; 05/12/2021; 05/12/2047; 23; 4(D); D90; Bajo; 4 Hora(s); Estafa
PPL 621; 2998239407; Roberto Adrian Gonzales Ramirez; 37; 28; 28/08/2007; 28/08/2035; 11; 5(E); E1; Bajo; 4 Hora(s); Otros
PPL 622; 6497336599; Carlos Angel Cevallos Sanchez; 51; 36; 18/09/1992; 18/09/2028; 4; 5(E); E2; Bajo; 4 Hora(s); Otros
PPL 623; 7621972474; Roberto Cesar Romero Roman; 48; 30; 19/10/1998; 19/10/2028; 4; 5(E); E3; Bajo; 4 Hora(s); Estafa
PPL 624; 8158263690; Gonzalo Adrian Perero Gomez; 42; 24; 20/04/2003; 20/04/2027; 3; 5(E); E4; Bajo; 4 Hora(s); Estafa
PPL 625; 4639148436; Fabian Diego Paredes Hidalgo; 29; 10; 10/03/2017; 10/03/2027; 3; 5(E); E5; Bajo; 4 Hora(s); Otros
PPL 626; 1409614064; Roberto Adrian Torres Morales; 34; 19; 07/12/2009; 07/12/2028; 4; 5(E); E6; Bajo; 4 Hora(s); Estafa
PPL 627; 6075979291; Fabian Adrian Garcia Reyes; 41; 28; 13/10/2002; 13/10/2030; 6; 5(E); E7; Bajo; 4 Hora(s); Otros
PPL 628; 6432952834; Carlos Diego Torres Reyes; 29; 28; 05/01/2021; 05/01/2049; 25; 5(E); E8; Bajo; 4 Hora(s); Estafa
PPL 629; 1320566726; Pedro Angel Torres Gomez; 53; 35; 05/03/1993; 05/03/2028; 4; 5(E); E9; Bajo; 4 Hora(s); Estafa
PPL 630; 6675978612; Michael Cesar Paredes Rivera; 44; 21; 27/12/2007; 27/12/2028; 4; 5(E); E10; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 631; 1310668723; Gonzalo Antonio Guerrero Sanchez; 42; 26; 05/09/2001; 05/09/2027; 3; 5(E); E11; Bajo; 4 Hora(s); Otros
PPL 632; 8027281843; Roberto Paulo Gonzales Reyes; 45; 26; 12/02/2007; 12/02/2033; 9; 5(E); E12; Bajo; 4 Hora(s); Escandalo Publico
PPL 633; 8124375911; Dario Adrian Gonzales Gomez; 33; 16; 04/09/2012; 04/09/2028; 4; 5(E); E13; Bajo; 4 Hora(s); Escandalo Publico
PPL 634; 4111854894; Gonzalo Cesar Torres Hidalgo; 34; 18; 22/05/2017; 22/05/2035; 11; 5(E); E14; Bajo; 4 Hora(s); Estafa
PPL 635; 6600327804; Michael Antonio Gonzales Reyes; 47; 19; 11/07/2008; 11/07/2027; 3; 5(E); E15; Bajo; 4 Hora(s); Otros
PPL 636; 7514461677; Roberto Julian Garcia Sanchez; 48; 23; 27/10/2018; 27/10/2041; 17; 5(E); E16; Bajo; 4 Hora(s); Otros
PPL 637; 3384138263; Gonzalo Pablo Torres Sanchez; 32; 26; 14/03/2011; 14/03/2037; 13; 5(E); E17; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 638; 3636023670; Fabian Antonio Perero Sanchez; 34; 18; 04/03/2010; 04/03/2028; 4; 5(E); E18; Bajo; 4 Hora(s); Estafa
PPL 639; 2525131636; Gonzalo Antonio Paredes Sanchez; 64; 44; 21/03/1982; 21/03/2026; 2; 5(E); E19; Bajo; 4 Hora(s); Escandalo Publico
PPL 640; 5028428782; Dario Pablo Cevallos Sanchez; 64; 44; 13/01/1982; 13/01/2026; 2; 5(E); E20; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 641; 1887219104; Fabian Angel Cuenca Ramirez; 37; 16; 22/01/2013; 22/01/2029; 5; 5(E); E21; Bajo; 4 Hora(s); Escandalo Publico
PPL 642; 4926023232; Fabian Paulo Paredes Rivera; 45; 24; 03/03/2001; 03/03/2025; 1; 5(E); E22; Bajo; 4 Hora(s); Escandalo Publico
PPL 643; 8483840877; Gonzalo Pablo Gonzales Roman; 40; 25; 23/10/2003; 23/10/2028; 4; 5(E); E23; Bajo; 4 Hora(s); Otros
PPL 644; 8963583023; Dario Diego Torres Rivera; 47; 33; 20/07/1996; 20/07/2029; 5; 5(E); E24; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 645; 9755822688; Roberto Cesar Perero Ramirez; 35; 18; 04/09/2008; 04/09/2026; 2; 5(E); E25; Bajo; 4 Hora(s); Otros
PPL 646; 4072970466; Victor Sergio Romero Gomez; 58; 43; 13/10/1987; 13/10/2030; 6; 5(E); E26; Bajo; 4 Hora(s); Estafa
PPL 647; 9014529513; Carlos Diego Perero Rivera; 29; 11; 15/07/2017; 15/07/2028; 4; 5(E); E27; Bajo; 4 Hora(s); Estafa
PPL 648; 9777393536; Fabian Pablo Perero Sanchez; 40; 8; 23/11/2018; 23/11/2026; 2; 5(E); E28; Bajo; 4 Hora(s); Escandalo Publico
PPL 649; 6053214937; Carlos Sergio Garcia Morales; 41; 24; 21/07/2006; 21/07/2030; 6; 5(E); E29; Bajo; 4 Hora(s); Escandalo Publico
PPL 650; 6131579534; Carlos Adrian Torres Hidalgo; 59; 44; 05/01/1985; 05/01/2029; 5; 5(E); E30; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 651; 7235326532; Michael Angel Paredes Espinosa; 49; 28; 28/07/2001; 28/07/2029; 5; 5(E); E31; Bajo; 4 Hora(s); Escandalo Publico
PPL 652; 4055523210; Gonzalo Antonio Romero Rivera; 30; 12; 18/04/2016; 18/04/2028; 4; 5(E); E32; Bajo; 4 Hora(s); Escandalo Publico
PPL 653; 8305088321; Carlos Paulo Gonzales Roman; 53; 36; 22/11/1990; 22/11/2026; 2; 5(E); E33; Bajo; 4 Hora(s); Otros
PPL 654; 6716289634; Dario Angel Torres Sanchez; 49; 27; 06/01/2023; 06/01/2050; 26; 5(E); E34; Bajo; 4 Hora(s); Estafa
PPL 655; 2429338069; Michael Pablo Torres Ramirez; 49; 21; 07/11/2005; 07/11/2026; 2; 5(E); E35; Bajo; 4 Hora(s); Otros
PPL 656; 6081333058; Gonzalo Paulo Paredes Espinosa; 60; 42; 24/03/1986; 24/03/2028; 4; 5(E); E36; Bajo; 4 Hora(s); Escandalo Publico
PPL 657; 2068425918; Michael Julian Gonzales Sanchez; 45; 29; 09/10/2001; 09/10/2030; 6; 5(E); E37; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 658; 7157364469; Carlos Antonio Garcia Hidalgo; 58; 40; 05/02/1988; 05/02/2028; 4; 5(E); E38; Bajo; 4 Hora(s); Escandalo Publico
PPL 659; 6406919322; Mario Cesar Cevallos Espinosa; 49; 33; 31/03/1996; 31/03/2029; 5; 5(E); E39; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 660; 4430490911; Michael Angel Romero Reyes; 49; 33; 19/03/1996; 19/03/2029; 5; 5(E); E40; Bajo; 4 Hora(s); Estafa
PPL 661; 3481067012; Roberto Pablo Paredes Reyes; 36; 10; 31/11/2023; 31/11/2033; 9; 5(E); E41; Bajo; 4 Hora(s); Otros
PPL 662; 3840980330; Michael Antonio Guerrero Ramirez; 55; 41; 04/12/1988; 04/12/2029; 5; 5(E); E42; Bajo; 4 Hora(s); Estafa
PPL 663; 8298388039; Roberto Sergio Perero Reyes; 47; 31; 25/12/1997; 25/12/2028; 4; 5(E); E43; Bajo; 4 Hora(s); Escandalo Publico
PPL 664; 3564292781; Michael Antonio Paredes Reyes; 41; 25; 13/07/2010; 13/07/2035; 11; 5(E); E44; Bajo; 4 Hora(s); Otros
PPL 665; 3384313877; Michael Cesar Gonzales Ramirez; 45; 29; 31/01/2000; 31/01/2029; 5; 5(E); E45; Bajo; 4 Hora(s); Estafa
PPL 666; 2732530288; Pedro Diego Gonzales Sanchez; 55; 39; 13/03/1989; 13/03/2028; 4; 5(E); E46; Bajo; 4 Hora(s); Otros
PPL 667; 6913922616; Carlos Sergio Cuenca Gomez; 38; 6; 11/07/2020; 11/07/2026; 2; 5(E); E47; Bajo; 4 Hora(s); Escandalo Publico
PPL 668; 4323186176; Michael Pablo Romero Hidalgo; 44; 17; 16/01/2017; 16/01/2034; 10; 5(E); E48; Bajo; 4 Hora(s); Otros
PPL 669; 3389258897; Roberto Cesar Paredes Espinosa; 41; 27; 26/08/2003; 26/08/2030; 6; 5(E); E49; Bajo; 4 Hora(s); Estafa
